Y1,Y2
1.37,2.16
1.73,1.93
1.68,2.11
1.6,2.07
1.41,2.3
1.32,1.76
1.3,1.5
1.39,2.0
1.9,2.33
1.85,2.09
1.45,1.62
1.31,1.45
1.8,2.48
1.35,1.39
1.37,1.54
1.39,2.48
1.32,2.13
1.19,1.25
1.84,2.53
1.6,1.7
1.82,2.29
1.25,1.37
1.95,2.39
1.5,1.55
1.89,2.54
1.35,1.74
1.64,1.9
1.31,1.54
1.64,1.69
1.38,1.8
1.25,1.45
1.66,1.93
1.39,1.48
1.82,1.89
1.56,1.91
1.36,1.99
1.4,1.54
1.71,2.41
1.5,2.3
1.55,1.66
1.87,2.1
1.83,2.38
1.43,1.57
1.48,1.61
1.42,1.56
1.89,2.57
1.87,2.12
1.59,2.18
1.53,2.36
1.87,2.99
1.44,2.5
1.53,2.04
1.64,1.75
1.46,2.22
1.9,2.59
1.67,1.9
1.52,1.76
1.38,2.2
1.83,2.96
1.85,2.63
1.47,2.34
1.57,1.69
1.3,1.39
1.47,2.55
1.72,1.74
1.68,2.26
1.44,1.99
1.82,2.06
1.32,1.6
1.92,2.63
1.9,2.02
1.62,2.36
1.75,2.5
1.78,2.71
1.33,1.41
1.66,2.11
1.43,1.78
1.85,2.99
1.88,2.58
1.74,2.0
1.32,1.37
1.62,2.23
1.48,1.65
1.91,2.8
1.56,1.5
1.6,2.34
1.85,2.27
1.34,1.71
1.84,2.27
1.91,2.53
1.59,1.6
1.33,1.33
1.46,1.52
1.67,1.8
1.31,1.68
1.48,1.86
1.31,1.61
1.33,2.4
1.45,2.43
1.83,2.74
1.55,2.02
1.4,1.76
1.46,1.56
1.39,1.64
1.42,1.84
1.64,2.44
1.44,1.52
1.42,2.66
1.75,1.77
1.48,1.62
1.68,2.11
1.72,2.69
1.71,1.72
1.62,2.05
1.78,1.95
1.4,1.52
1.59,1.61
1.59,2.85
1.32,1.49
1.53,1.58
1.53,1.77
1.49,1.63
1.4,1.69
1.47,1.7
1.9,2.55
1.29,2.34
1.61,2.56
1.77,1.78
1.27,1.45
1.7,2.44
1.9,3.03
1.65,1.74
1.21,1.29
1.89,2.28
1.33,1.38
1.88,2.6
1.57,1.68
1.82,2.21
1.53,1.91
1.79,1.94
1.78,1.87
1.47,1.55
1.83,2.24
1.75,2.51
1.54,1.56
1.47,2.35
1.74,2.16
1.35,1.44
1.53,1.78
1.23,1.33
1.67,2.27
1.61,2.65
1.3,1.75
1.47,1.85
1.87,2.34
1.41,1.7
1.76,2.46
1.46,2.39
1.46,1.9
1.32,1.57
1.64,1.97
1.66,1.68
1.62,1.7
1.48,1.61
1.62,1.7
1.73,2.68
1.48,1.6
1.82,2.29
1.55,1.55
1.69,1.69
1.4,2.01
1.59,2.33
1.88,2.28
1.48,2.42
1.37,2.3
1.4,1.57
1.6,2.15
1.85,2.25
1.74,1.8
1.33,1.38
1.41,2.21
1.81,2.3
1.53,2.05
1.74,1.89
1.91,2.54
1.9,2.78
1.6,2.07
1.61,2.23
1.87,2.33
1.35,1.51
1.75,2.53
1.28,1.73
1.22,1.25
1.74,2.9
1.61,2.61
1.43,1.43
1.41,2.2
1.41,1.47
1.73,1.96
1.28,1.76
1.58,1.53
1.44,2.51
1.47,2.53
1.48,1.81
1.51,1.46
1.97,3.1
1.48,2.28
1.92,2.64
1.4,1.4
1.23,1.19
1.74,1.79
1.6,1.91
1.34,1.83
1.64,1.76
1.34,1.49
1.83,1.91
1.54,2.14
1.58,1.6
1.87,2.79
1.38,1.52
1.53,1.58
1.43,1.79
1.62,1.74
1.7,1.82
1.64,1.93
1.68,2.1
1.48,2.32
1.44,1.7
1.25,1.26
1.27,1.41
1.79,2.46
1.57,1.67
1.44,2.25
1.34,1.81
1.83,1.98
1.58,1.81
1.73,1.89
1.47,2.58
1.64,1.69
1.63,2.36
1.48,1.49
1.91,2.37
1.63,2.13
1.85,1.98
1.96,2.89
1.32,1.42
1.26,1.36
1.63,1.65
1.8,1.87
1.71,1.73
1.34,1.74
1.76,1.77
1.83,2.74
1.9,2.77
1.4,1.72
1.45,1.5
1.28,1.84
1.45,1.54
1.51,1.93
1.48,1.7
1.89,2.28
1.5,2.55
1.19,1.19
1.46,1.89
1.45,1.78
1.74,2.01
1.92,2.62
1.75,1.74
1.46,2.26
1.39,1.48
1.36,2.29
1.92,2.83
1.62,2.4
1.44,2.78
1.87,2.26
1.89,2.38
1.65,2.38
1.27,1.31
1.72,1.91
1.92,2.64
1.23,1.44
1.6,1.64
1.55,2.58
1.37,2.45
1.62,1.75
1.88,2.1
1.37,1.52
1.41,1.48
1.84,2.53
1.51,1.56
1.97,3.12
1.55,1.8
1.59,2.81
1.92,2.56
1.81,2.47
1.41,1.69
1.95,2.64
1.87,2.1
1.74,2.5
1.62,1.65
1.94,2.39
1.28,2.08
1.65,2.5
1.69,1.9
1.54,2.14
1.91,2.31
1.81,2.59
1.84,2.49
1.91,2.56
1.61,1.86
1.8,2.51
1.92,2.66
1.46,1.88
1.28,1.41
1.43,1.58
1.58,1.82
1.46,2.04
1.44,1.9
1.88,2.41
1.35,1.5
1.4,1.98
1.28,1.47
1.48,2.21
1.69,1.89
1.25,1.37
1.35,1.95
1.45,1.83
1.67,2.18
1.41,1.5
1.34,1.45
1.36,1.57
1.93,2.62
1.45,2.36
1.38,1.76
1.6,1.68
1.78,2.68
1.95,3.12
1.46,2.05
1.74,1.82
1.78,2.34
1.42,2.23
1.6,1.84
1.62,2.06
1.45,2.45
1.65,2.84
1.73,1.83
1.74,2.15
1.44,2.08
1.75,2.43
1.77,2.26
1.39,1.93
1.29,1.44
1.95,3.11
1.5,2.55
1.67,1.93
1.27,1.4
1.76,2.0
1.31,1.49
1.52,2.82
1.55,1.85
1.4,1.53
1.43,1.54
1.82,1.91
1.85,2.03
1.28,1.33
1.75,2.5
1.82,2.06
1.19,1.24
1.59,1.84
1.4,2.23
1.92,2.15
1.27,1.79
1.59,2.11
1.78,1.95
1.8,2.95
1.8,2.52
1.59,2.83
1.59,1.71
1.47,1.6
1.48,1.73
1.53,2.36
1.47,2.56
1.69,2.42
1.47,1.73
1.5,1.87
1.5,1.95
1.58,2.36
1.37,1.68
1.3,1.34
1.69,2.52
1.38,2.65
1.83,2.24
1.31,1.49
1.45,1.9
1.23,1.24
1.85,2.98
1.8,2.97
1.92,2.8
1.76,2.18
1.65,2.84
1.26,1.36
1.3,1.4
1.34,1.7
1.64,2.4
1.91,3.05
1.64,2.81
1.36,1.83
1.72,2.22
1.39,2.17
1.39,1.71
1.46,2.05
1.32,1.41
1.59,2.07
1.77,1.86
1.4,2.31
1.88,2.23
1.6,2.59
1.35,1.78
1.96,2.89
1.56,2.52
1.41,1.68
1.85,2.99
1.76,2.19
1.35,1.47
1.93,2.57
1.53,2.18
1.58,2.41
1.83,2.07
1.83,2.74
1.36,2.33
1.7,1.81
1.34,1.49
1.66,2.21
1.42,1.75
1.74,2.44
1.32,2.22
1.37,2.36
1.37,2.15
1.91,3.06
1.64,2.42
1.58,1.71
1.36,1.53
1.6,1.95
1.47,2.55
1.54,2.0
1.44,1.53
1.8,2.21
1.65,2.37
1.46,1.74
1.27,2.13
1.56,2.03
1.75,1.81
1.8,2.21
1.28,1.95
1.55,1.63
1.87,2.34
1.49,1.54
1.39,1.63
1.69,1.95
1.71,2.25
1.75,2.45
1.79,1.91
1.24,1.18
1.64,1.73
1.62,1.77
1.37,1.47
1.9,2.37
1.36,1.65
1.91,2.59
1.62,1.85
1.58,1.7
1.33,1.51
1.46,2.3
1.77,2.46
1.41,2.42
1.64,1.81
1.28,1.72
1.39,2.0
1.74,1.8
1.86,2.51
1.47,2.25
1.24,1.33
1.78,2.71
1.79,1.94
1.73,2.66
1.28,1.52
1.29,1.43
1.59,1.83
1.44,2.11
1.56,2.56
1.79,1.84
1.37,1.43
1.37,1.43
1.78,2.5
1.37,1.76
1.19,1.25
1.51,1.63
1.43,2.04
1.73,1.87
1.97,3.1
1.85,2.06
1.79,1.98
1.69,1.83
1.58,1.86
1.39,2.75
1.69,1.95
1.54,1.66
1.88,2.77
1.87,2.34
1.47,1.6
1.52,2.39
1.3,1.82
1.41,2.02
1.55,1.65
1.22,1.24
1.17,1.21
1.95,2.82
1.29,2.35
1.34,1.5
1.87,2.53
1.63,1.86
1.91,3.04
1.24,1.31
1.56,2.2
1.39,1.62
1.48,2.42
1.51,2.27
1.62,1.73
1.33,2.42
1.55,1.68
1.82,1.94
1.52,2.01
1.58,1.73
1.3,1.69
1.38,2.46
1.91,2.59
1.35,1.93
1.32,1.37
1.28,1.37
1.66,2.67
1.68,1.77
1.59,2.31
1.51,1.89
1.55,1.68
1.52,1.76
1.71,1.97
1.5,1.54
1.88,2.8
1.31,1.81
1.28,1.74
1.44,1.56
1.64,2.4
1.45,1.81
1.51,2.35
1.48,2.01
1.8,1.95
1.51,2.48
1.32,2.16
1.54,2.08
1.47,1.53
1.83,2.77
1.34,1.5
1.4,1.55
1.73,1.81
1.33,2.17
1.49,2.52
1.55,1.77
1.72,1.77
1.66,2.68
1.53,2.33
1.8,1.87
1.66,1.74
1.68,1.74
1.66,1.94
1.52,1.77
1.64,1.7
1.3,1.51
1.62,1.69
1.75,1.74
1.56,2.32
1.68,2.86
1.37,1.77
1.84,2.49
1.56,1.98
1.73,2.43
1.44,2.03
1.32,2.11
1.28,1.33
1.21,1.26
1.84,2.22
1.82,2.29
1.47,2.5
1.7,2.17
1.35,1.74
1.76,2.16
1.46,2.33
1.38,1.78
1.65,1.72
1.48,1.73
1.8,2.48
1.68,1.87
1.37,2.0
1.82,1.89
1.28,2.09
1.69,2.42
1.75,1.75
1.79,2.44
1.49,2.25
1.36,2.32
1.52,1.6
1.42,1.57
1.36,1.64
1.53,1.52
1.47,2.54
1.14,1.1
1.75,1.93
1.77,2.18
1.27,1.23
1.88,2.07
1.92,2.55
1.4,1.5
1.4,1.66
1.35,2.19
1.58,1.74
1.37,2.16
1.59,1.59
1.75,2.47
1.92,2.56
1.78,2.71
1.88,2.78
1.82,2.21
1.62,1.85
1.53,2.32
1.74,2.05
1.59,2.37
1.73,2.13
1.8,2.47
1.46,1.86
1.75,2.53
1.75,1.87
1.33,1.37
1.33,2.04
1.66,1.94
1.64,2.4
1.59,1.61
1.25,1.27
1.32,1.72
1.34,1.65
1.81,2.04
1.42,2.47
1.39,1.98
1.54,1.89
1.62,1.74
1.66,2.67
1.33,2.17
1.34,1.51
1.2,1.37
1.79,1.84
1.75,1.78
1.35,1.6
1.61,1.73
1.75,2.16
1.83,1.96
1.42,1.79
1.73,1.69
1.29,2.36
1.8,1.88
1.95,2.89
1.66,1.69
1.47,2.53
1.85,2.24
1.32,1.97
1.79,1.95
1.8,2.56
1.51,1.64
1.34,1.52
1.46,1.62
1.45,2.75
1.75,2.44
1.82,2.56
1.44,2.03
1.77,1.87
1.36,1.56
1.64,2.42
1.41,1.46
1.56,2.01
1.76,2.01
1.57,2.04
1.37,2.3
1.31,1.9
1.32,1.96
1.6,2.14
1.31,1.95
1.54,2.6
1.94,2.59
1.47,2.24
1.79,1.9
1.67,2.63
1.64,1.7
1.25,1.46
1.69,1.89
1.74,2.17
1.49,1.96
1.92,2.15
1.71,2.41
1.52,2.18
1.51,1.65
1.79,2.06
1.22,1.33
1.77,1.78
1.46,2.45
1.39,1.51
1.64,1.76
1.52,1.65
1.68,2.11
1.34,1.65
1.78,2.7
1.74,1.86
1.47,2.56
1.83,2.75
1.8,2.49
1.32,2.1
1.74,2.15
1.24,1.2
1.28,1.54
1.41,1.99
1.4,1.67
1.65,1.66
1.46,2.23
1.27,1.38
1.86,1.98
1.85,2.68
1.92,2.32
1.28,1.25
1.33,1.49
1.69,2.85
1.31,1.41
1.27,1.4
1.75,1.78
1.51,2.19
1.31,1.58
1.51,1.85
1.18,1.22
1.88,2.53
1.71,1.81
1.79,1.84
1.47,2.51
1.26,1.46
1.34,1.36
1.2,1.13
1.86,2.52
1.53,2.3
1.46,1.77
1.73,1.83
1.28,1.67
1.57,2.36
1.34,1.51
1.62,1.65
1.34,2.46
1.59,1.67
1.41,1.84
1.3,1.46
1.41,2.72
1.87,2.33
1.32,2.26
1.23,1.29
1.86,2.27
1.58,1.7
1.56,1.84
1.93,2.31
1.73,1.78
1.5,2.07
1.64,1.7
1.81,2.96
1.36,1.54
1.45,2.26
1.32,1.57
1.68,2.18
1.69,2.44
1.19,1.25
1.43,1.51
1.63,2.41
1.46,2.05
1.21,1.25
1.6,2.34
1.75,1.84
1.31,1.41
1.69,1.74
1.32,1.26
1.42,1.48
1.7,1.69
1.56,1.68
1.84,2.28
1.77,1.87
1.19,1.25
1.5,1.64
1.49,2.07
1.43,1.72
1.74,2.0
1.4,1.54
1.89,2.57
1.42,1.57
1.62,2.06
1.69,1.98
1.79,1.95
1.37,2.33
1.68,1.76
1.75,2.94
1.79,2.44
1.54,2.81
1.83,1.92
1.39,1.52
1.41,2.34
1.5,1.55
1.35,1.48
1.5,1.95
1.73,2.15
1.93,2.82
1.36,2.29
1.89,2.33
1.31,1.47
1.78,2.19
1.39,1.95
1.54,1.61
1.52,1.79
1.42,2.2
1.28,1.53
1.49,2.28
1.39,1.97
1.45,1.55
1.45,2.26
1.39,1.69
1.38,2.52
1.74,2.88
1.49,1.72
1.55,2.03
1.23,1.27
1.42,1.85
1.74,1.9
1.48,1.49
1.83,1.96
1.32,2.43
1.34,1.76
1.37,2.03
1.39,2.43
1.67,2.1
1.57,1.63
1.5,1.66
1.36,1.42
1.69,1.79
1.63,2.13
1.61,1.65
1.67,2.17
1.91,2.37
1.84,2.35
1.46,2.36
1.51,1.82
1.75,1.84
1.43,2.36
1.53,2.04
1.48,1.79
1.5,1.85
1.49,1.95
1.59,1.85
1.38,1.95
1.52,1.46
1.54,1.77
1.48,2.01
1.62,1.75
1.64,2.35
1.73,1.85
1.47,1.86
1.29,1.7
1.37,2.16
1.58,1.59
1.81,2.31
1.45,1.72
1.85,1.99
1.36,2.3
1.31,1.4
1.66,2.19
1.69,1.96
1.45,1.77
1.86,2.33
1.36,1.64
1.72,1.93
1.6,2.08
1.72,1.97
1.58,2.39
1.65,2.08
1.29,1.41
1.67,1.87
1.47,2.53
1.73,2.66
1.74,2.44
1.46,1.6
1.72,2.42
1.48,1.56
1.68,1.74
1.62,1.76
1.37,2.34
1.37,2.63
1.4,1.72
1.93,2.32
1.67,1.7
1.47,1.75
1.59,1.61
1.28,1.95
1.63,1.77
1.59,1.65
1.45,2.4
1.97,2.87
1.6,1.66
1.37,1.43
1.83,2.74
1.5,2.56
1.34,1.36
1.47,1.6
1.51,1.63
1.26,1.48
1.6,2.08
1.6,2.58
1.54,2.11
1.45,1.99
1.67,1.71
1.56,1.74
1.31,1.46
1.4,2.05
1.32,1.78
1.83,2.27
1.48,1.63
1.44,1.92
1.38,2.51
1.4,2.0
1.74,2.16
1.66,1.91
1.28,2.09
1.45,2.05
1.78,2.7
1.43,1.73
1.43,2.32
1.59,1.82
1.87,2.8
1.56,2.0
1.39,1.96
1.67,1.89
1.9,2.37
1.93,3.07
1.67,1.73
1.42,2.24
1.43,1.76
1.87,2.25
1.38,1.56
1.5,2.54
1.47,1.89
1.56,1.6
1.2,1.26
1.47,1.62
1.81,2.32
1.85,2.11
1.73,1.79
1.35,1.99
1.85,2.14
1.42,2.53
1.38,2.49
1.37,1.42
1.63,1.75
1.27,1.36
1.4,1.57
1.37,2.49
1.32,1.75
1.75,2.45
1.53,1.76
1.39,1.84
1.75,1.84
1.85,3.01
1.43,2.54
1.43,1.54
1.9,2.58
1.28,1.53
1.93,3.05
1.52,1.65
1.44,2.67
1.27,1.37
1.32,1.69
1.58,2.42
1.68,2.47
1.75,1.84
1.31,1.48
1.67,1.64
1.33,1.38
1.42,1.53
1.22,1.33
1.52,1.67
1.8,2.42
1.32,1.58
1.33,1.8
1.72,2.22
1.44,2.46
1.48,1.74
1.69,2.1
1.85,2.52
1.69,2.41
1.89,3.04
1.27,1.4
1.59,2.33
1.73,2.65
1.25,1.33
1.88,2.63
1.53,2.29
1.35,1.45
1.46,1.81
1.42,2.23
1.3,1.74
1.31,2.21
1.31,1.4
1.41,1.34
1.66,1.78
1.5,1.58
1.37,2.69
1.72,2.22
1.77,1.91
1.33,1.52
1.65,1.6
1.43,2.28
1.4,1.32
1.52,1.62
1.67,2.01
1.83,2.22
1.52,1.71
1.26,1.43
1.43,1.58
1.46,1.41
1.42,1.88
1.57,1.72
1.4,1.79
1.89,2.33
1.45,1.73
1.27,1.43
1.5,1.66
1.6,1.91
1.78,1.82
1.43,1.9
1.57,1.7
1.6,1.66
1.6,1.9
1.74,2.16
1.88,2.28
1.42,1.47
1.71,2.12
1.55,1.5
1.46,1.51
1.45,2.77
1.49,2.25
1.83,1.91
1.66,2.64
1.76,2.45
1.55,2.2
1.6,1.61
1.92,2.3
1.62,1.62
1.77,2.67
1.85,2.27
1.68,2.39
1.56,1.63
1.35,1.83
1.45,1.57
1.67,2.09
1.49,2.13
1.84,2.24
1.46,2.33
1.38,2.49
1.47,1.63
1.54,1.57
1.41,2.38
1.75,1.77
1.97,2.89
1.71,2.41
1.54,1.69
1.73,2.22
1.35,1.44
1.93,2.32
1.55,1.8
1.43,2.19
1.58,2.42
1.46,1.88
1.3,1.45
1.52,1.77
1.52,1.7
1.36,1.55
1.39,1.62
1.77,1.78
1.5,1.95
1.58,1.82
1.85,2.5
1.31,1.44
1.34,1.76
1.57,2.33
1.52,1.51
1.48,1.72
1.47,1.61
1.75,1.83
1.68,2.64
1.39,1.48
1.48,1.96
1.32,2.12
1.44,1.45
1.87,2.5
1.43,1.68
1.63,1.75
1.5,2.52
1.75,2.55
1.82,2.1
1.36,2.15
1.43,2.52
1.58,1.68
1.5,2.31
1.6,2.13
1.36,1.85
1.28,1.33
1.38,1.43
1.44,2.46
1.62,1.74
1.46,1.68
1.86,2.24
1.83,2.75
1.54,1.85
1.49,1.76
1.55,1.67
1.4,2.09
1.37,2.2
1.26,1.37
1.32,1.27
1.72,1.81
1.56,1.75
1.7,2.46
1.92,2.67
1.47,2.34
1.93,2.32
1.85,2.52
1.4,1.54
1.46,1.6
1.56,1.82
1.38,2.14
1.9,2.03
1.75,2.5
1.69,2.17
1.33,2.46
1.56,1.61
1.88,2.42
1.92,2.45
1.7,1.72
1.47,1.66
1.95,2.64
1.36,2.16
1.57,2.04
1.83,2.77
1.43,1.56
1.87,2.77
1.41,1.47
1.55,2.11
1.43,1.6
1.84,2.58
1.35,1.35
1.22,1.32
1.46,1.84
1.55,2.11
1.26,1.44
1.43,2.49
1.42,2.5
1.64,1.7
1.39,1.81
1.33,2.62
1.46,1.56
1.2,1.26
1.35,1.49
1.85,1.95
1.48,1.95
1.49,1.56
1.77,2.03
1.67,2.59
1.75,2.18
1.45,1.91
1.71,1.79
1.35,2.38
1.34,1.52
1.92,2.84
1.33,2.24
1.86,1.99
1.7,2.89
1.58,1.62
1.7,1.78
1.72,2.22
1.21,1.22
1.4,1.53
1.64,2.45
1.43,1.99
1.42,1.59
1.47,2.51
1.48,1.49
1.55,2.11
