,Y1,Y2,X1,X2,X3,X4,X5                                      ,Ghi chu: Bien Xi la bien giai thich     (bien input)
154,1.8,2.96,300.0,2.0,1.7,1500.0,800.0,
155,1.8,2.95,300.0,3.0,1.7,1500.0,800.0,
156,1.76,2.45,200.0,3.0,1.7,1500.0,800.0,
157,1.76,2.45,200.0,2.0,1.7,1500.0,800.0,
158,1.78,2.7,250.0,2.0,1.7,1500.0,800.0,
159,1.78,2.7,250.0,3.0,1.7,1500.0,800.0,
160,1.66,1.86,50.0,1.0,1.7,1500.0,800.0,
161,1.69,1.95,100.0,1.0,1.7,1500.0,800.0,
162,1.74,2.16,150.0,2.0,1.7,1500.0,800.0,
163,1.69,1.95,100.0,2.0,1.7,1500.0,800.0,
164,1.69,1.95,100.0,3.0,1.7,1500.0,800.0,
165,1.74,2.16,150.0,3.0,1.7,1500.0,800.0,
166,1.74,2.15,150.0,4.0,1.7,1500.0,800.0,
167,1.76,2.45,200.0,4.0,1.7,1500.0,800.0,
168,1.78,2.7,250.0,4.0,1.7,1500.0,800.0,
169,1.8,2.94,300.0,4.0,1.7,1500.0,800.0,
170,1.69,1.84,0.0,0.0,1.75,1500.0,800.0,
171,1.85,3.0,300.0,2.0,1.75,1500.0,800.0,
172,1.85,2.99,300.0,3.0,1.75,1500.0,800.0,
173,1.81,2.5,200.0,3.0,1.75,1500.0,800.0,
174,1.81,2.5,200.0,2.0,1.75,1500.0,800.0,
175,1.83,2.74,250.0,2.0,1.75,1500.0,800.0,
176,1.83,2.74,250.0,3.0,1.75,1500.0,800.0,
177,1.71,1.9,50.0,1.0,1.75,1500.0,800.0,
178,1.76,2.0,100.0,1.0,1.75,1500.0,800.0,
179,1.79,2.21,150.0,2.0,1.75,1500.0,800.0,
180,1.76,2.0,100.0,2.0,1.75,1500.0,800.0,
181,1.76,2.0,100.0,3.0,1.75,1500.0,800.0,
182,1.79,2.21,150.0,3.0,1.75,1500.0,800.0,
183,1.8,2.21,150.0,4.0,1.75,1500.0,800.0,
184,1.81,2.49,200.0,4.0,1.75,1500.0,800.0,
185,1.83,2.74,250.0,4.0,1.75,1500.0,800.0,
186,1.85,2.98,300.0,4.0,1.75,1500.0,800.0,
187,1.73,1.89,0.0,0.0,1.8,1500.0,800.0,
188,1.89,3.03,300.0,2.0,1.8,1500.0,800.0,
189,1.89,3.03,300.0,3.0,1.8,1500.0,800.0,
190,1.86,2.54,200.0,3.0,1.8,1500.0,800.0,
191,1.86,2.54,200.0,2.0,1.8,1500.0,800.0,
192,1.88,2.79,250.0,2.0,1.8,1500.0,800.0,
193,1.88,2.78,250.0,3.0,1.8,1500.0,800.0,
194,1.78,1.94,50.0,1.0,1.8,1500.0,800.0,
195,1.82,2.05,100.0,1.0,1.8,1500.0,800.0,
196,1.84,2.27,150.0,2.0,1.8,1500.0,800.0,
197,1.82,2.05,100.0,2.0,1.8,1500.0,800.0,
198,1.82,2.06,100.0,3.0,1.8,1500.0,800.0,
199,1.84,2.27,150.0,3.0,1.8,1500.0,800.0,
200,1.84,2.27,150.0,4.0,1.8,1500.0,800.0,
201,1.86,2.54,200.0,4.0,1.8,1500.0,800.0,
202,1.88,2.78,250.0,4.0,1.8,1500.0,800.0,
203,1.89,3.01,300.0,4.0,1.8,1500.0,800.0,
204,1.79,1.94,0.0,0.0,1.85,1500.0,800.0,
205,1.92,3.07,300.0,2.0,1.85,1500.0,800.0,
206,1.92,3.06,300.0,3.0,1.85,1500.0,800.0,
207,1.9,2.58,200.0,3.0,1.85,1500.0,800.0,
208,1.9,2.58,200.0,2.0,1.85,1500.0,800.0,
209,1.92,2.84,250.0,2.0,1.85,1500.0,800.0,
210,1.92,2.83,250.0,3.0,1.85,1500.0,800.0,
211,1.83,1.99,50.0,1.0,1.85,1500.0,800.0,
212,1.87,2.1,100.0,1.0,1.85,1500.0,800.0,
213,1.89,2.33,150.0,2.0,1.85,1500.0,800.0,
214,1.88,2.1,100.0,2.0,1.85,1500.0,800.0,
215,1.88,2.11,100.0,3.0,1.85,1500.0,800.0,
216,1.89,2.33,150.0,3.0,1.85,1500.0,800.0,
217,1.89,2.33,150.0,4.0,1.85,1500.0,800.0,
218,1.9,2.58,200.0,4.0,1.85,1500.0,800.0,
219,1.92,2.82,250.0,4.0,1.85,1500.0,800.0,
220,1.93,3.05,300.0,4.0,1.85,1500.0,800.0,
221,1.85,1.98,0.0,0.0,1.9,1500.0,800.0,
222,1.96,3.12,300.0,2.0,1.9,1500.0,800.0,
223,1.97,3.11,300.0,3.0,1.9,1500.0,800.0,
224,1.95,2.63,200.0,3.0,1.9,1500.0,800.0,
225,1.95,2.64,200.0,2.0,1.9,1500.0,800.0,
226,1.96,2.89,250.0,2.0,1.9,1500.0,800.0,
227,1.96,2.88,250.0,3.0,1.9,1500.0,800.0,
228,1.89,2.04,50.0,1.0,1.9,1500.0,800.0,
229,1.92,2.15,100.0,1.0,1.9,1500.0,800.0,
230,1.93,2.39,150.0,2.0,1.9,1500.0,800.0,
231,1.92,2.15,100.0,2.0,1.9,1500.0,800.0,
232,1.92,2.15,100.0,3.0,1.9,1500.0,800.0,
233,1.93,2.39,150.0,3.0,1.9,1500.0,800.0,
234,1.94,2.39,150.0,4.0,1.9,1500.0,800.0,
235,1.95,2.63,200.0,4.0,1.9,1500.0,800.0,
236,1.96,2.86,250.0,4.0,1.9,1500.0,800.0,
237,1.97,3.1,300.0,4.0,1.9,1500.0,800.0,
238,1.29,1.47,0.0,0.0,1.25,1100.0,800.0,
239,1.37,2.7,300.0,2.0,1.25,1100.0,800.0,
240,1.34,2.7,300.0,3.0,1.25,1100.0,800.0,
241,1.33,2.13,200.0,3.0,1.25,1100.0,800.0,
242,1.33,2.13,200.0,2.0,1.25,1100.0,800.0,
243,1.33,2.42,250.0,2.0,1.25,1100.0,800.0,
244,1.33,2.43,250.0,3.0,1.25,1100.0,800.0,
245,1.32,1.55,50.0,1.0,1.25,1100.0,800.0,
246,1.33,1.62,100.0,1.0,1.25,1100.0,800.0,
247,1.33,1.77,150.0,2.0,1.25,1100.0,800.0,
248,1.32,1.62,100.0,2.0,1.25,1100.0,800.0,
249,1.33,1.62,100.0,3.0,1.25,1100.0,800.0,
250,1.33,1.77,150.0,3.0,1.25,1100.0,800.0,
251,1.33,1.76,150.0,4.0,1.25,1100.0,800.0,
252,1.33,2.12,200.0,4.0,1.25,1100.0,800.0,
253,1.33,2.42,250.0,4.0,1.25,1100.0,800.0,
254,1.34,2.69,300.0,4.0,1.25,1100.0,800.0,
255,1.34,1.51,0.0,0.0,1.3,1100.0,800.0,
256,1.41,2.74,300.0,2.0,1.3,1100.0,800.0,
257,1.39,2.73,300.0,3.0,1.3,1100.0,800.0,
258,1.37,2.16,200.0,3.0,1.3,1100.0,800.0,
259,1.37,2.17,200.0,2.0,1.3,1100.0,800.0,
260,1.38,2.46,250.0,2.0,1.3,1100.0,800.0,
261,1.38,2.46,250.0,3.0,1.3,1100.0,800.0,
262,1.36,1.59,50.0,1.0,1.3,1100.0,800.0,
263,1.37,1.66,100.0,1.0,1.3,1100.0,800.0,
264,1.38,1.81,150.0,2.0,1.3,1100.0,800.0,
265,1.37,1.66,100.0,2.0,1.3,1100.0,800.0,
266,1.37,1.66,100.0,3.0,1.3,1100.0,800.0,
267,1.38,1.8,150.0,3.0,1.3,1100.0,800.0,
268,1.38,1.8,150.0,4.0,1.3,1100.0,800.0,
269,1.37,2.16,200.0,4.0,1.3,1100.0,800.0,
270,1.38,2.46,250.0,4.0,1.3,1100.0,800.0,
271,1.39,2.72,300.0,4.0,1.3,1100.0,800.0,
272,1.39,1.55,0.0,0.0,1.35,1100.0,800.0,
273,1.45,2.77,300.0,2.0,1.35,1100.0,800.0,
274,1.44,2.76,300.0,3.0,1.35,1100.0,800.0,
275,1.42,2.2,200.0,3.0,1.35,1100.0,800.0,
276,1.41,2.2,200.0,2.0,1.35,1100.0,800.0,
277,1.43,2.49,250.0,2.0,1.35,1100.0,800.0,
278,1.43,2.49,250.0,3.0,1.35,1100.0,800.0,
279,1.4,1.63,50.0,1.0,1.35,1100.0,800.0,
280,1.41,1.69,100.0,1.0,1.35,1100.0,800.0,
281,1.42,1.85,150.0,2.0,1.35,1100.0,800.0,
282,1.41,1.69,100.0,2.0,1.35,1100.0,800.0,
283,1.41,1.69,100.0,3.0,1.35,1100.0,800.0,
284,1.42,1.84,150.0,3.0,1.35,1100.0,800.0,
285,1.42,1.84,150.0,4.0,1.35,1100.0,800.0,
286,1.42,2.19,200.0,4.0,1.35,1100.0,800.0,
287,1.43,2.48,250.0,4.0,1.35,1100.0,800.0,
288,1.44,2.75,300.0,4.0,1.35,1100.0,800.0,
289,1.43,1.59,0.0,0.0,1.4,1100.0,800.0,
290,1.47,2.78,300.0,2.0,1.4,1100.0,800.0,
291,1.47,2.77,300.0,3.0,1.4,1100.0,800.0,
292,1.46,2.23,200.0,3.0,1.4,1100.0,800.0,
293,1.46,2.24,200.0,2.0,1.4,1100.0,800.0,
294,1.47,2.51,250.0,2.0,1.4,1100.0,800.0,
295,1.47,2.51,250.0,3.0,1.4,1100.0,800.0,
296,1.44,1.66,50.0,1.0,1.4,1100.0,800.0,
297,1.45,1.72,100.0,1.0,1.4,1100.0,800.0,
298,1.45,1.88,150.0,2.0,1.4,1100.0,800.0,
299,1.45,1.72,100.0,2.0,1.4,1100.0,800.0,
300,1.45,1.72,100.0,3.0,1.4,1100.0,800.0,
301,1.45,1.88,150.0,3.0,1.4,1100.0,800.0,
302,1.45,1.87,150.0,4.0,1.4,1100.0,800.0,
303,1.46,2.23,200.0,4.0,1.4,1100.0,800.0,
304,1.47,2.51,250.0,4.0,1.4,1100.0,800.0,
305,1.47,2.76,300.0,4.0,1.4,1100.0,800.0,
306,1.47,1.62,0.0,0.0,1.45,1100.0,800.0,
307,1.54,2.81,300.0,2.0,1.45,1100.0,800.0,
308,1.53,2.8,300.0,3.0,1.45,1100.0,800.0,
309,1.49,2.26,200.0,3.0,1.45,1100.0,800.0,
310,1.49,2.26,200.0,2.0,1.45,1100.0,800.0,
311,1.5,2.54,250.0,2.0,1.45,1100.0,800.0,
312,1.5,2.54,250.0,3.0,1.45,1100.0,800.0,
313,1.48,1.7,50.0,1.0,1.45,1100.0,800.0,
314,1.48,1.74,100.0,1.0,1.45,1100.0,800.0,
315,1.5,1.93,150.0,2.0,1.45,1100.0,800.0,
316,1.48,1.74,100.0,2.0,1.45,1100.0,800.0,
317,1.48,1.75,100.0,3.0,1.45,1100.0,800.0,
318,1.5,1.92,150.0,3.0,1.45,1100.0,800.0,
319,1.5,1.92,150.0,4.0,1.45,1100.0,800.0,
320,1.49,2.25,200.0,4.0,1.45,1100.0,800.0,
321,1.5,2.53,250.0,4.0,1.45,1100.0,800.0,
322,1.53,2.79,300.0,4.0,1.45,1100.0,800.0,
323,1.51,1.65,0.0,0.0,1.5,1100.0,800.0,
324,1.59,2.83,300.0,2.0,1.5,1100.0,800.0,
325,1.59,2.82,300.0,3.0,1.5,1100.0,800.0,
326,1.53,2.29,200.0,3.0,1.5,1100.0,800.0,
327,1.53,2.29,200.0,2.0,1.5,1100.0,800.0,
328,1.56,2.57,250.0,2.0,1.5,1100.0,800.0,
329,1.56,2.57,250.0,3.0,1.5,1100.0,800.0,
330,1.52,1.74,50.0,1.0,1.5,1100.0,800.0,
331,1.52,1.77,100.0,1.0,1.5,1100.0,800.0,
332,1.52,1.96,150.0,2.0,1.5,1100.0,800.0,
333,1.52,1.77,100.0,2.0,1.5,1100.0,800.0,
334,1.52,1.77,100.0,3.0,1.5,1100.0,800.0,
335,1.52,1.95,150.0,3.0,1.5,1100.0,800.0,
336,1.52,1.94,150.0,4.0,1.5,1100.0,800.0,
337,1.53,2.29,200.0,4.0,1.5,1100.0,800.0,
338,1.56,2.57,250.0,4.0,1.5,1100.0,800.0,
339,1.59,2.81,300.0,4.0,1.5,1100.0,800.0,
340,1.55,1.68,0.0,0.0,1.55,1100.0,800.0,
341,1.65,2.86,300.0,2.0,1.55,1100.0,800.0,
342,1.65,2.85,300.0,3.0,1.55,1100.0,800.0,
343,1.6,2.34,200.0,3.0,1.55,1100.0,800.0,
344,1.6,2.34,200.0,2.0,1.55,1100.0,800.0,
345,1.62,2.6,250.0,2.0,1.55,1100.0,800.0,
346,1.62,2.6,250.0,3.0,1.55,1100.0,800.0,
347,1.55,1.77,50.0,1.0,1.55,1100.0,800.0,
348,1.55,1.8,100.0,1.0,1.55,1100.0,800.0,
349,1.56,2.01,150.0,2.0,1.55,1100.0,800.0,
350,1.55,1.8,100.0,2.0,1.55,1100.0,800.0,
351,1.55,1.8,100.0,3.0,1.55,1100.0,800.0,
352,1.56,2.0,150.0,3.0,1.55,1100.0,800.0,
353,1.56,1.99,150.0,4.0,1.55,1100.0,800.0,
354,1.6,2.33,200.0,4.0,1.55,1100.0,800.0,
355,1.62,2.6,250.0,4.0,1.55,1100.0,800.0,
356,1.65,2.84,300.0,4.0,1.55,1100.0,800.0,
357,1.58,1.72,0.0,0.0,1.6,1100.0,800.0,
358,1.7,2.89,300.0,2.0,1.6,1100.0,800.0,
359,1.7,2.89,300.0,3.0,1.6,1100.0,800.0,
360,1.65,2.37,200.0,3.0,1.6,1100.0,800.0,
361,1.65,2.38,200.0,2.0,1.6,1100.0,800.0,
362,1.68,2.63,250.0,2.0,1.6,1100.0,800.0,
363,1.68,2.63,250.0,3.0,1.6,1100.0,800.0,
364,1.59,1.8,50.0,1.0,1.6,1100.0,800.0,
365,1.59,1.84,100.0,1.0,1.6,1100.0,800.0,
366,1.62,2.07,150.0,2.0,1.6,1100.0,800.0,
367,1.59,1.84,100.0,2.0,1.6,1100.0,800.0,
368,1.59,1.84,100.0,3.0,1.6,1100.0,800.0,
369,1.62,2.06,150.0,3.0,1.6,1100.0,800.0,
370,1.62,2.05,150.0,4.0,1.6,1100.0,800.0,
371,1.65,2.37,200.0,4.0,1.6,1100.0,800.0,
372,1.67,2.63,250.0,4.0,1.6,1100.0,800.0,
373,1.7,2.87,300.0,4.0,1.6,1100.0,800.0,
374,1.62,1.76,0.0,0.0,1.65,1100.0,800.0,
375,1.75,2.93,300.0,2.0,1.65,1100.0,800.0,
376,1.75,2.92,300.0,3.0,1.65,1100.0,800.0,
377,1.71,2.41,200.0,3.0,1.65,1100.0,800.0,
378,1.71,2.41,200.0,2.0,1.65,1100.0,800.0,
379,1.73,2.66,250.0,2.0,1.65,1100.0,800.0,
380,1.73,2.66,250.0,3.0,1.65,1100.0,800.0,
381,1.62,1.83,50.0,1.0,1.65,1100.0,800.0,
382,1.64,1.9,100.0,1.0,1.65,1100.0,800.0,
383,1.68,2.11,150.0,2.0,1.65,1100.0,800.0,
384,1.63,1.9,100.0,2.0,1.65,1100.0,800.0,
385,1.64,1.9,100.0,3.0,1.65,1100.0,800.0,
386,1.68,2.11,150.0,3.0,1.65,1100.0,800.0,
387,1.69,2.09,150.0,4.0,1.65,1100.0,800.0,
388,1.71,2.41,200.0,4.0,1.65,1100.0,800.0,
389,1.73,2.66,250.0,4.0,1.65,1100.0,800.0,
390,1.75,2.91,300.0,4.0,1.65,1100.0,800.0,
391,1.66,1.81,0.0,0.0,1.7,1100.0,800.0,
392,1.8,2.97,300.0,2.0,1.7,1100.0,800.0,
393,1.8,2.96,300.0,3.0,1.7,1100.0,800.0,
394,1.76,2.45,200.0,3.0,1.7,1100.0,800.0,
395,1.76,2.45,200.0,2.0,1.7,1100.0,800.0,
396,1.79,2.7,250.0,2.0,1.7,1100.0,800.0,
397,1.78,2.7,250.0,3.0,1.7,1100.0,800.0,
398,1.67,1.86,50.0,1.0,1.7,1100.0,800.0,
399,1.69,1.95,100.0,1.0,1.7,1100.0,800.0,
400,1.74,2.16,150.0,2.0,1.7,1100.0,800.0,
401,1.69,1.95,100.0,2.0,1.7,1100.0,800.0,
402,1.69,1.95,100.0,3.0,1.7,1100.0,800.0,
403,1.74,2.16,150.0,3.0,1.7,1100.0,800.0,
404,1.74,2.15,150.0,4.0,1.7,1100.0,800.0,
405,1.76,2.45,200.0,4.0,1.7,1100.0,800.0,
406,1.78,2.7,250.0,4.0,1.7,1100.0,800.0,
407,1.8,2.95,300.0,4.0,1.7,1100.0,800.0,
408,1.69,1.85,0.0,0.0,1.75,1100.0,800.0,
409,1.85,3.01,300.0,2.0,1.75,1100.0,800.0,
410,1.85,3.0,300.0,3.0,1.75,1100.0,800.0,
411,1.82,2.5,200.0,3.0,1.75,1100.0,800.0,
412,1.81,2.5,200.0,2.0,1.75,1100.0,800.0,
413,1.83,2.75,250.0,2.0,1.75,1100.0,800.0,
414,1.83,2.74,250.0,3.0,1.75,1100.0,800.0,
415,1.71,1.9,50.0,1.0,1.75,1100.0,800.0,
416,1.76,2.0,100.0,1.0,1.75,1100.0,800.0,
417,1.8,2.22,150.0,2.0,1.75,1100.0,800.0,
418,1.76,2.0,100.0,2.0,1.75,1100.0,800.0,
419,1.76,2.0,100.0,3.0,1.75,1100.0,800.0,
420,1.79,2.21,150.0,3.0,1.75,1100.0,800.0,
421,1.8,2.21,150.0,4.0,1.75,1100.0,800.0,
422,1.82,2.5,200.0,4.0,1.75,1100.0,800.0,
423,1.84,2.74,250.0,4.0,1.75,1100.0,800.0,
424,1.85,2.98,300.0,4.0,1.75,1100.0,800.0,
425,1.73,1.89,0.0,0.0,1.8,1100.0,800.0,
426,1.89,3.04,300.0,2.0,1.8,1100.0,800.0,
427,1.89,3.04,300.0,3.0,1.8,1100.0,800.0,
428,1.86,2.54,200.0,3.0,1.8,1100.0,800.0,
429,1.86,2.54,200.0,2.0,1.8,1100.0,800.0,
430,1.88,2.8,250.0,2.0,1.8,1100.0,800.0,
431,1.88,2.78,250.0,3.0,1.8,1100.0,800.0,
432,1.78,1.94,50.0,1.0,1.8,1100.0,800.0,
